numid,list,messageid,senderaliasid,senderalias,referenceid,recipaliasid,recipalias,datetime,subject,body,from_commit
26900,54,JIRA.13112850.1509220003000.114018.1509474781051@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13112850.1509220003000@Atlassian.JIRA,,,2017-10-31 11:33:01-07,"[jira] [Commented] (AIRFLOW-1763) S3 Task Handler unit tests not
 running","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1763?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16227284#comment-16227284 ] 

ASF subversion and git services commented on AIRFLOW-1763:
----------------------------------------------------------

Commit 44710d7e9ef8b8955ff44da2f55cfb0e0774629e in incubator-airflow''s branch refs/heads/master from [~andyxhadji]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=44710d7 ]

[AIRFLOW-1763] Fix S3TaskHandler unit tests

Fix breaking S3TaskHandler unit tests, and create
a package so that
tests are identified by CI.

Closes #2732 from andyxhadji/AIRFLOW-1763


> S3 Task Handler unit tests not running
> --------------------------------------
>
>                 Key: AIRFLOW-1763
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1763
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>
> S3 Task Handler tests are not being run, because the folder isn''t being discovered due to it not being a python package. Furthermore, these tests are broken (lots of updates to s3_task_handler since tests were run), so they need to be fixed. (different initialization, changed method names and slightly altered return values.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26901,54,JIRA.13112850.1509220003000.114020.1509474781076@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13112850.1509220003000@Atlassian.JIRA,,,2017-10-31 11:33:01-07,"[jira] [Commented] (AIRFLOW-1763) S3 Task Handler unit tests not
 running","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1763?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16227285#comment-16227285 ] 

ASF subversion and git services commented on AIRFLOW-1763:
----------------------------------------------------------

Commit 44710d7e9ef8b8955ff44da2f55cfb0e0774629e in incubator-airflow''s branch refs/heads/master from [~andyxhadji]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=44710d7 ]

[AIRFLOW-1763] Fix S3TaskHandler unit tests

Fix breaking S3TaskHandler unit tests, and create
a package so that
tests are identified by CI.

Closes #2732 from andyxhadji/AIRFLOW-1763


> S3 Task Handler unit tests not running
> --------------------------------------
>
>                 Key: AIRFLOW-1763
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1763
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>
> S3 Task Handler tests are not being run, because the folder isn''t being discovered due to it not being a python package. Furthermore, these tests are broken (lots of updates to s3_task_handler since tests were run), so they need to be fixed. (different initialization, changed method names and slightly altered return values.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26902,54,JIRA.13112850.1509220003000.114032.1509474840278@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13112850.1509220003000@Atlassian.JIRA,,,2017-10-31 11:34:00-07,"[jira] [Resolved] (AIRFLOW-1763) S3 Task Handler unit tests not
 running","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1763?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1763.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.10.0

Issue resolved by pull request #2732
[https://github.com/apache/incubator-airflow/pull/2732]

> S3 Task Handler unit tests not running
> --------------------------------------
>
>                 Key: AIRFLOW-1763
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1763
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>             Fix For: 1.10.0
>
>
> S3 Task Handler tests are not being run, because the folder isn''t being discovered due to it not being a python package. Furthermore, these tests are broken (lots of updates to s3_task_handler since tests were run), so they need to be fixed. (different initialization, changed method names and slightly altered return values.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26903,54,JIRA.13036876.1485085321000.114101.1509475260065@Atlassian.JIRA,2138,Ace Haidrey (JIRA),JIRA.13036876.1485085321000@Atlassian.JIRA,,,2017-10-31 11:41:00-07,"[jira] [Commented] (AIRFLOW-788) Context unexpectedly added to hive
 conf","
    [ https://issues.apache.org/jira/browse/AIRFLOW-788?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16227301#comment-16227301 ] 

Ace Haidrey commented on AIRFLOW-788:
-------------------------------------

Should we add an option in the HiveOperator to pass this or not?

> Context unexpectedly added to hive conf
> ---------------------------------------
>
>                 Key: AIRFLOW-788
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-788
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hive_hooks
>            Reporter: Bolke de Bruin
>             Fix For: 1.9.0
>
>
> If specifying hive_conf to run_cli extra variables are added from the context, e.g. airflow.ctx.dag.dag_id . 
> In secured environments this can raise the need for a configuration change as these variables might not be whitelisted.
> Secondly one could regard it as information leakage, as its is added without the user''s consent.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
1103828,215,20040605011936.2DE2884577@bugzilla.spamassassin.org,36968,bugzilla-daemon,NULL,,,2004-06-04 18:19:36-07,[Bug 3334] journal_live_path returning an invalid path for bayes _journal,"http://bugzilla.spamassassin.org/show_bug.cgi?id=3334





------- Additional Comments From jm@jmason.org  2004-06-04 18:19 -------
Mike -- maintain a copy of what the $conf member was, at the last time the
sed_path() lookup was performed.  if that changes, then the cached value is
invalidated.



------- You are receiving this mail because: -------
You are on the CC list for the bug, or are watching someone who is.

",f
26904,54,JIRA.13036876.1485085321000.114102.1509475260074@Atlassian.JIRA,2138,Ace Haidrey (JIRA),JIRA.13036876.1485085321000@Atlassian.JIRA,,,2017-10-31 11:41:00-07,"[jira] [Comment Edited] (AIRFLOW-788) Context unexpectedly added to
 hive conf","
    [ https://issues.apache.org/jira/browse/AIRFLOW-788?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16227301#comment-16227301 ] 

Ace Haidrey edited comment on AIRFLOW-788 at 10/31/17 6:40 PM:
---------------------------------------------------------------

Should we add an option in the HiveOperator to pass this or not? By default have it not pass it


was (Author: ahaidrey):
Should we add an option in the HiveOperator to pass this or not?

> Context unexpectedly added to hive conf
> ---------------------------------------
>
>                 Key: AIRFLOW-788
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-788
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: hive_hooks
>            Reporter: Bolke de Bruin
>             Fix For: 1.9.0
>
>
> If specifying hive_conf to run_cli extra variables are added from the context, e.g. airflow.ctx.dag.dag_id . 
> In secured environments this can raise the need for a configuration change as these variables might not be whitelisted.
> Secondly one could regard it as information leakage, as its is added without the user''s consent.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26905,54,JIRA.13113398.1509475897000.114233.1509475920510@Atlassian.JIRA,2251,Alison Stanton (JIRA),JIRA.13113398.1509475897000@Atlassian.JIRA,,,2017-10-31 11:52:00-07,"[jira] [Created] (AIRFLOW-1768) DAG list allows triggering a paused
 DAG","Alison Stanton created AIRFLOW-1768:
---------------------------------------

             Summary: DAG list allows triggering a paused DAG
                 Key: AIRFLOW-1768
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1768
             Project: Apache Airflow
          Issue Type: Bug
          Components: ui
    Affects Versions: 1.8.0
            Reporter: Alison Stanton
            Assignee: Alison Stanton
            Priority: Minor


Right now the admin DAG list (/admin/) will allow you to click the run icon for a DAG that is paused. It then shows up in the DAG Runs page (/admin/dagrun/) as running but never progresses because the DAG is paused. This is confusing to the user. You shouldn''t be able to manually trigger a paused DAG. 

I am working on a PR to add the simple if statement to change this behavior.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26906,54,JIRA.13113402.1509476392000.114331.1509476402741@Atlassian.JIRA,1516,Alex Guziel (JIRA),JIRA.13113402.1509476392000@Atlassian.JIRA,,,2017-10-31 12:00:02-07,"[jira] [Created] (AIRFLOW-1769) Accept templates_dict in
 PythonVirtualenvOperator","Alex Guziel created AIRFLOW-1769:
------------------------------------

             Summary: Accept templates_dict in PythonVirtualenvOperator
                 Key: AIRFLOW-1769
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1769
             Project: Apache Airflow
          Issue Type: Bug
            Reporter: Alex Guziel
            Assignee: Alex Guziel






--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26907,54,JIRA.13113398.1509475897000.114333.1509476460237@Atlassian.JIRA,2251,Alison Stanton (JIRA),JIRA.13113398.1509475897000@Atlassian.JIRA,,,2017-10-31 12:01:00-07,"[jira] [Updated] (AIRFLOW-1768) DAG list allows triggering a paused
 DAG","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1768?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Alison Stanton updated AIRFLOW-1768:
------------------------------------
    External issue URL: https://github.com/apache/incubator-airflow/pull/2740

> DAG list allows triggering a paused DAG
> ---------------------------------------
>
>                 Key: AIRFLOW-1768
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1768
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.0
>            Reporter: Alison Stanton
>            Assignee: Alison Stanton
>            Priority: Minor
>              Labels: easyfix
>
> Right now the admin DAG list (/admin/) will allow you to click the run icon for a DAG that is paused. It then shows up in the DAG Runs page (/admin/dagrun/) as running but never progresses because the DAG is paused. This is confusing to the user. You shouldn''t be able to manually trigger a paused DAG. 
> I am working on a PR to add the simple if statement to change this behavior.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26908,54,JIRA.13113408.1509476795000.114377.1509476828523@Atlassian.JIRA,2138,Ace Haidrey (JIRA),JIRA.13113408.1509476795000@Atlassian.JIRA,,,2017-10-31 12:07:08-07,"[jira] [Created] (AIRFLOW-1770) Add option to file and hiveconfs in
 HiveOperator","Ace Haidrey created AIRFLOW-1770:
------------------------------------

             Summary: Add option to file and hiveconfs in HiveOperator
                 Key: AIRFLOW-1770
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1770
             Project: Apache Airflow
          Issue Type: Improvement
            Reporter: Ace Haidrey
            Assignee: Ace Haidrey


The HiveOperator as it currently stands is not flexible enough to accept a hive file and operate on that. You need to read in the contents and pass it and if you do that you need to change the way hiveconfs are in your file to jinja templating.
Many teams already have their existing sql/hql files and don''t want to convert them to make them as portable and decoupled as possible.
To accomplish this all we need to do is add the option to pass a hql_file and hiveconfs to the HiveOperator. We change the code in the execute to throw an error if both a hql_file and an hql statement are passed. If just hql_file the simplest way without changing the code of the hive hook is to just read the content of the hql_file and set it to be the self.hql. The hiveconfs get passed directly to the run_cli method and we can combine them with the already passed in hiveconfs.

If we want to make it optional to pass in the context as hiveconfs we can add that too as related to AIRFLOW-788.

I''ve included some simple tests to show it all works how we expect.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
26909,54,JIRA.13113430.1509485081000.116641.1509485100188@Atlassian.JIRA,1516,Alex Guziel (JIRA),JIRA.13113430.1509485081000@Atlassian.JIRA,,,2017-10-31 14:25:00-07,"[jira] [Created] (AIRFLOW-1771) Change heartbeat text from boom to
 heartbeat","Alex Guziel created AIRFLOW-1771:
------------------------------------

             Summary: Change heartbeat text from boom to heartbeat
                 Key: AIRFLOW-1771
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1771
             Project: Apache Airflow
          Issue Type: Bug
            Reporter: Alex Guziel
            Assignee: Alex Guziel


This sounds like something went wrong to users.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
1103829,215,20040605012028.3FEF984575@bugzilla.spamassassin.org,36968,bugzilla-daemon,NULL,,,2004-06-04 18:20:28-07,[Bug 3446] spamd locks up randomly,"http://bugzilla.spamassassin.org/show_bug.cgi?id=3446





------- Additional Comments From jm@jmason.org  2004-06-04 18:20 -------
+1



------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.

",f
